Title,Year,Rated,Day_Released,Month_Released,Runtime,Genre,Director,Actors,Plot,Language,Country,Awards,Poster,RottenTomatoes,Metascore,imdbRating,imdbVotes,imdbID,Production,
Field of Dreams,1989,PG,5,May,107,"Drama,Family,Fantasy,Sport",Phil Alden Robinson,"Kevin Costner, Amy Madigan, Gaby Hoffmann, Ray Liotta","An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the 1919 Chicago White Sox come.",English,USA,Nominated for 3 Oscars. Another 7 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.87,57,7.5,107038,tt0097351,Gordon Company,
Glory,1989,R,16,Feb,122,"Biography,Drama,History,War",Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman","Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",English,USA,Won 3 Oscars. Another 11 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,0.93,78,7.8,120758,tt0097441,TriStar Pictures,
The Killer,1989,R,1,Sep,111,"Action,Crime,Drama,Thriller",John Woo,"Yun-Fat Chow, Danny Lee, Sally Yeh, Kong Chu","A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded, only to be double-crossed by his boss.","Cantonese,Mandarin,Japanese",HongKong,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMDQyMDVhZjItMGI0Mi00MDQ1LTk3NmQtZmRjZGQ5ZTQ2ZDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0.98,82,7.8,45192,tt0097202,"Golden Princess Film Production Limited, Magnum, Film Workshop Ltd.",
My Left Foot,1989,R,30,Mar,103,"Biography,Drama",Jim Sheridan,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Kirsten Sheridan","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",English,"Ireland,UK",Won 2 Oscars. Another 21 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.98,97,7.9,66834,tt0097937,Granada Television,
Roger & Me,1989,R,20,Dec,91,Documentary,Michael Moore,"Michael Moore, Roger B. Smith, Rhonda Britton, Fred Ross","Director Michael Moore pursues GM CEO Roger B. Smith to confront him about the harm he did to Flint, Michigan with his massive downsizing.",English,USA,14 wins.,https://m.media-amazon.com/images/M/MV5BMjRlYWVlZWUtZDE3NS00NjY3LTgwMjItMTc1OGM2ZDI1M2IzXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,1,70,7.4,25429,tt0098213,"Warner Brothers, Dog Eat Dog Films",
"Sex, Lies, and Videotape",1989,R,22,Sep,100,Drama,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,English,USA,Nominated for 1 Oscar. Another 15 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BNDllYWVkOTQtZjRlMC00NWFjLWI0OGEtOWY4YzU4ZjMxYzg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.96,86,7.2,49504,tt0098724,Outlaw Productions,
The Unbelievable Truth,1989,R,8,Nov,90,"Comedy,Drama,Romance",Hal Hartley,"Adrienne Shelly, Robert John Burke, Chris Cooke, Julia McNeal","A man returns to his home town after serving a prison sentence for homicide, and finds that the details of the crime have been forgotten and replaced with local legends and rumors.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxNDAyMjUxOF5BMl5BanBnXkFtZTgwNzYzMDUxMDE@._V1_SX300.jpg,1,67,7.3,4771,tt0100842,Action Features,
When Harry Met Sally...,1989,R,21,Jul,95,"Comedy,Drama,Romance",Rob Reiner,"Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",English,USA,Nominated for 1 Oscar. Another 4 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_SX300.jpg,0.91,76,7.6,192836,tt0098635,Castle Rock Entertainment,
Archangel,1990,Not Rated,1,Sep,90,"Comedy,Drama,Romance,War",Guy Maddin,"Michael Gottli, David Falkenburg, Michael O'Sullivan, Margaret Anne MacLeod","An amnesiac soldier, seeking his lost love, arrives in Archangel in northern Russia to help the townsfolk in their fight against the Bolsheviks, all quite unaware that the Great War ended three months ago.",English,Canada,1 win.,https://m.media-amazon.com/images/M/MV5BMjE3ODgzNDI2OV5BMl5BanBnXkFtZTcwNjYxMjA0MQ@@._V1_SX300.jpg,0.75,68,6.5,1180,tt0099053,N/A,
Close-Up,1990,Not Rated,30,Oct,98,"Biography,Crime,Drama",Abbas Kiarostami,"Hossain Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah, Mehrdad Ahankhah","The true story of Hossain Sabzian, a cinephile who impersonated the director Mohsen Makhmalbaf to convince a family they would star in his so-called new film.","Persian,Azerbaijani",Iran,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMDczY2VmMWQtOTUxMi00YWM5LWE5OTUtNzcxZTQwMWI2MjIzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,0.88,N/A,8.3,15474,tt0100234,N/A,
Dances with Wolves,1990,PG-13,21,Nov,181,"Adventure,Drama,Western",Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.","English,Sioux,Pawnee","USA,UK",Won 7 Oscars. Another 44 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg,0.83,72,8,236917,tt0099348,"Majestic Film, Tig Productions",
Edward Scissorhands,1990,PG-13,14,Dec,105,"Drama,Fantasy,Romance",Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall","An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",English,USA,Nominated for 1 Oscar. Another 9 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.9,74,7.9,440452,tt0099487,Twentieth Century Fox,
Europa Europa,1990,R,14,Nov,112,"Drama,History,War",Agnieszka Holland,"Marco Hofschneider, André Wilms, Ashley Wanninger, Klaus Abramowsky","A boy in Nazi Germany, trying to conceal that he is Jewish, joins the Hitler Youth.","German,Russian,Polish,Hebrew","Germany,France,Poland",Nominated for 1 Oscar. Another 8 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMjUzMzk5MTUtNjg4MC00OTdmLWI3NmEtY2U0YjU2OTQyNTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.95,75,7.6,14901,tt0099776,"Zespol Filmowy Perspektywa, Central Cinema Company Film (CCC), Telmar Film International Ltd., Les Films du Losange",
Goodfellas,1990,R,21,Sep,146,"Biography,Crime,Drama",Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.","English,Italian",USA,Won 1 Oscar. Another 43 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.96,90,8.7,1003253,tt0099685,Warner Brothers,
Henry: Portrait of a Serial Killer,1986,Unrated,7,Sep,83,"Biography,Crime,Drama,Horror,Thriller",John McNaughton,"Mary Demas, Michael Rooker, Anne Bartoletti, Elizabeth Kaden","Henry, a drifter, commits a series of brutal murders, supposedly operating with impunity.",English,USA,9 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BM2VjMDkzMTUtMDZjZi00YzFlLWE2MzYtNjVhNTkwYzU0YmNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.87,80,7,31545,tt0099763,Maljack Productions,
King of New York,1990,R,21,Jun,103,"Crime,Thriller",Abel Ferrara,"Christopher Walken, David Caruso, Laurence Fishburne, Victor Argo",A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,English,"Italy,USA,UK",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTE2NDcxNzE4N15BMl5BanBnXkFtZTgwMDc1NTk4NjE@._V1_SX300.jpg,0.75,66,7,31585,tt0099939,"Scena International, The Rank Organization [gb], Reteitalia, Caminito",
"No Fear, No Die",1990,Not Rated,5,Sep,90,Drama,Claire Denis,"Isaach De Bankolé, Alex Descas, Solveig Dommartin, Christopher Buchholz","Dah and Jocelyn come from Benin, Africa, to coach their rooster, ""S'en fout la mort"", for an illicit cock-fight in the basement of a restaurant.",French,"France,WestGermany",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNTliOGFmNzgtMzU3Yy00M2E1LWE5MmMtZTk3ODY5Y2M2OTQxXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,0.76,N/A,6.7,674,tt0100536,"Cinéa, NEF Filmproduktion",
Pretty Woman,1990,R,23,Mar,119,"Comedy,Romance",Garry Marshall,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",English,USA,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg,0.63,51,7,283675,tt0100405,Touchstone Pictures,
Tongues Untied,1989,Not Rated,1,Jul,55,Documentary,Marlon Riggs,"Marlon Riggs, Michael Bell, Kerrigan Black, Blackberri",A documentary about the experiences of black homosexual men living in the United States of America.,English,USA,4 wins.,https://m.media-amazon.com/images/M/MV5BMWU1OGRmMDMtZWM4ZS00MDQzLWFjMDgtYTY0ZmZkYmExNjQ2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,0.52,N/A,6.7,893,tt0103099,N/A,
Total Recall,1990,R,1,Jun,113,"Action,Sci-Fi,Thriller",Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox","When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",English,"USA,Mexico",Nominated for 2 Oscars. Another 7 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,0.82,57,7.5,298387,tt0100802,"TriStar Pictures, Carolco Pictures Inc.",
Trust,1990,R,20,Sep,107,"Comedy,Drama",Hal Hartley,"Adrienne Shelly, Martin Donovan, Rebecca Nelson, John MacKay","After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.",English,"UK,USA",4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNTQxMjM2MjQ0OF5BMl5BanBnXkFtZTcwMzYzMzYyOQ@@._V1_SX300.jpg,0.83,67,7.3,9154,tt0103130,N/A,
The Beautiful Troublemaker,1991,Unrated,4,Sep,238,Drama,Jacques Rivette,"Michel Piccoli, Jane Birkin, Emmanuelle Béart, Marianne Denicourt","The former famous painter Frenhofer revisits an abandoned project using the girlfriend of a young visiting artist. Questions about truth, life, and artistic limits are explored.","French,English,Hebrew","France,Switzerland",6 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BYzFiMWMyZWMtMjlhYS00NmQ3LTgzM2EtN2MxYTdmNzJkOTBiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,1,N/A,7.7,7034,tt0101428,N/A,
Boyz n the Hood,1991,R,12,Jul,112,"Crime,Drama",John Singleton,"Hudhail Al-Amir, Lloyd Avery II, Angela Bassett, Miya McGhee","Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",English,USA,Nominated for 2 Oscars. Another 11 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BZmRjNDI5NTgtOTIwMC00MzJhLWI4ZTYtMmU0ZTE3ZmRkZDNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.96,76,7.8,124080,tt0101507,Columbia Pictures Corporation,
A Brighter Summer Day,1991,Not Rated,25,Nov,237,"Crime,Drama,Romance",Edward Yang,"Chen Chang, Lisa Yang, Kuo-Chu Chang, Elaine Jin","Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax.","Mandarin,MinNan,Shanghainese",Taiwan,10 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BOGUwNTg3ODUtMTU5Zi00MDdiLWE0ZmQtMzRhMmZkMWJkNjViXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,1,90,8.4,7497,tt0101985,Jane Balfour Films,
Delicatessen,1991,R,3,Apr,99,"Comedy,Crime","Marc Caro, Jean-Pierre Jeunet","Pascal Benezech, Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,French,France,Nominated for 1 BAFTA Film Award. Another 15 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNjg5ZDM0MTEtYTZmNC00NDJiLWI5MTktYzk4N2QxY2IxZTc2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0.89,66,7.6,79681,tt0101700,Miramax,
The Double Life of Véronique,1991,R,22,Nov,98,"Drama,Fantasy,Music,Mystery,Romance",Krzysztof Kieslowski,"Irène Jacob, Halina Gryglaszewska, Kalina Jedrusik, Aleksander Bardini","Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.","French,Polish,Italian","France,Poland,Norway",Nominated for 1 Golden Globe. Another 11 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,0.82,86,7.8,40221,tt0101765,Canal+,
Hearts of Darkness: A Filmmaker's Apocalypse,1991,R,6,Dec,96,Documentary,"Fax Bahr, George Hickenlooper, Eleanor Coppola","Francis Ford Coppola, Eleanor Coppola, Orson Welles, John Milius","Documentary that chronicles how Francis Ford Coppola's Apocalypse Now (1979) was plagued by extraordinary script, shooting, budget, and casting problems--nearly destroying the life and career of the celebrated director.",English,USA,Won 2 Primetime Emmys. Another 6 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNWQxZTQ4OTItNTdmNS00NGY0LTg5NDAtZjViMjQ2ODg3ZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,N/A,8.1,18797,tt0102015,American Zoetrope,
JFK,1991,R,20,Dec,189,"Drama,History,Thriller",Oliver Stone,"Sally Kirkland, Anthony Ramirez, Ray LePere, Steve Reed",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,"English,Spanish","USA,France",Won 2 Oscars. Another 17 wins & 43 nominations.,https://m.media-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0.84,72,8,140351,tt0102138,"Camelot Pictures, Warner Brothers, Regency Enterprises, Ixtlan Corporation, Alcor Films",
My Own Private Idaho,1991,R,20,Jul,104,Drama,Gus Van Sant,"River Phoenix, Keanu Reeves, James Russo, William Richert",Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,"English,Italian,German",USA,12 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZDgxMGU3YTEtODEzOC00MGVlLTk4OWUtYmY0ODU0OTI1NmMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.8,77,7.1,49780,tt0102494,New Line Cinema,
Wong Fei Hung,1991,R,15,Aug,134,"Action,Adventure,History",Hark Tsui,"Jet Li, Biao Yuen, Rosamund Kwan, Jacky Cheung","Late 1800s Foshan, Guangdong: Wong Fei Hung/Jet Li trains men in martial arts to help defend against foreign powers already holding Hong Kong and Macau. He looks after cute 13th Aunt, who's just returned from England. Lots of fight scenes.","Cantonese,English,French",HongKong,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BOWNmMzg1OTMtOGM5NS00ODEwLWIyYjMtZGU3NWM2MmViMmZhXkEyXkFqcGdeQXVyNzM3NDU4Njk@._V1_SX300.jpg,0.89,N/A,7.3,17014,tt0103285,Republic,
Raise the Red Lantern,1991,PG,18,Dec,125,"Drama,History,Romance",Yimou Zhang,"Li Gong, Saifei He, Jingwu Ma, Cuifen Cao","A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",Mandarin,"China,HongKong,Taiwan",Nominated for 1 Oscar. Another 24 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzNjY5NDcwNV5BMl5BanBnXkFtZTcwNzEwMzg4NA@@._V1_SX300.jpg,0.96,N/A,8.1,29023,tt0101640,"Salon Films, China Film Co-Production Corporation, ERA International, Century Communications",
The Rapture,1991,R,4,Oct,100,"Drama,Mystery",Michael Tolkin,"Mimi Rogers, Darwyn Carson, Patrick Bauchau, Marvin Elkins","A telephone operator living an empty, amoral life finds God and loses him again.",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BZTVhMTk4ZGMtYzcxMS00NTdjLWFlYjYtOTRlNmNjNDA4MGQ1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,0.67,N/A,6.2,4787,tt0102757,New Line Cinema,
The Silence of the Lambs,1991,R,14,Feb,118,"Crime,Drama,Thriller",Jonathan Demme,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","English,Latin",USA,Won 5 Oscars. Another 63 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0.96,85,8.6,1249096,tt0102926,Orion Pictures,
Slacker,1990,R,5,Jul,97,"Comedy,Drama",Richard Linklater,"Richard Linklater, Rudy Basquez, Jean Caffeine, Jan Hockey","A day in the life of Austin, Texas as the camera roams from place to place and provides a brief look at the overeducated, the social misfits, the outcasts and the oddballs.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZjc4ZTBiOTYtYjYwYi00ZWQwLWJlOTQtZTI0OTFiMzNmYzVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.85,69,7.1,19515,tt0102943,N/A,
Terminator 2: Judgment Day,1991,R,3,Jul,137,"Action,Sci-Fi",James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.","English,Spanish","USA,France",Won 4 Oscars. Another 32 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0.93,75,8.5,982640,tt0103064,"Pacific Western, Lightstorm Entertainment, Carolco Pictures Inc.",
Thelma & Louise,1991,R,24,May,130,"Adventure,Crime,Drama",Ridley Scott,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen","Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.",English,"USA,UK,France",Won 1 Oscar. Another 23 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg,0.84,88,7.5,133874,tt0103074,Metro Goldwyn Mayer,
Center Stage,1991,N/A,20,Feb,126,"Biography,Drama,Romance",Stanley Kwan,"Maggie Cheung, Han Chin, Tony Ka Fai Leung, Carina Lau",Biopic of 1930's Chinese actress Lingyu Ruan.,"Cantonese,Mandarin,English",HongKong,12 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BY2VjMjQ5MGItN2RhOC00ZmJkLThlZmMtZmVhYjczYTc4Njk2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,0.86,N/A,7.5,1714,tt0102816,N/A,
The Crying Game,1992,R,19,Feb,112,"Crime,Drama,Romance,Thriller",Neil Jordan,"Forest Whitaker, Miranda Richardson, Stephen Rea, Adrian Dunbar","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.",English,"UK,Japan,USA",Won 1 Oscar. Another 21 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BMzM4MmZmNDEtOGFkYi00ZTU4LThjNzEtNmJhOTQ0Mjk3ZmQ0XkEyXkFqcGdeQXVyNjUzMDQ5NDg@._V1_SX300.jpg,0.94,90,7.2,50568,tt0104036,"Palace, Channel Four Films, Eurotrustees, British Screen Productions",
Glengarry Glen Ross,1992,R,2,Oct,100,"Crime,Drama,Mystery",James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin",An examination of the machinations behind the scenes at a real estate office.,English,USA,Nominated for 1 Oscar. Another 8 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,0.95,82,7.7,94814,tt0104348,"New Line Cinema, GGR, Zupnik Cinema Group II",
Man Bites Dog,1992,NC-17,15,Jan,95,"Comedy,Crime,Drama","Rémy Belvaux, André Bonzel, Benoît Poelvoorde","Benoît Poelvoorde, Jacqueline Poelvoorde-Pappaert, Nelly Pappaert, Hector Pappaert",A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.,French,Belgium,6 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTVmNDZjNjMtMDZjZi00ODMwLTlhNWQtZDhmZTE4ZjczM2I4XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,0.74,67,7.5,35748,tt0103905,Les Artistes Anonymes,
